action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Jump Shot,Jump Shot,20500274,3,4,0,5-Jun,49,21,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/9,LAL @ CHI,CHI
Jump Shot,Jump Shot,20500274,3,4,0,5-Jun,14,18,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/9,LAL @ CHI,CHI
Layup Shot,Layup,20500274,2,4,0,5-Jun,48,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/9,LAL @ CHI,CHI
Jump Shot,Jump Shot,20500274,2,4,0,5-Jun,7,16,0,2PT Field Goal,Center(C),Mid-Range,2005/12/9,LAL @ CHI,CHI
Jump Shot,Jump Shot,20500274,1,4,0,5-Jun,33,19,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/9,LAL @ CHI,CHI
Jump Shot,Jump Shot,20500274,1,4,0,5-Jun,3,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/9,LAL @ CHI,CHI
Jump Shot,Jump Shot,20500274,0,4,0,5-Jun,4,14,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/9,LAL @ CHI,CHI
Turnaround Jump Shot,Jump Shot,20500286,7,1,0,5-Jun,0,16,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,5,1,0,5-Jun,10,15,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,3,1,0,5-Jun,45,19,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,3,1,0,5-Jun,10,15,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/10,LAL @ MIN,MIN
Layup Shot,Layup,20500286,1,1,0,5-Jun,8,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,0,1,0,5-Jun,33,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Layup Shot,Layup,20500286,6,2,0,5-Jun,24,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/10,LAL @ MIN,MIN
Jump Bank Shot,Jump Shot,20500286,5,2,0,5-Jun,37,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2005/12/10,LAL @ MIN,MIN
Driving Layup Shot,Layup,20500286,4,2,0,5-Jun,5,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,10,3,0,5-Jun,23,13,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,5,3,0,5-Jun,27,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,4,3,0,5-Jun,4,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,1,3,0,5-Jun,51,11,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,1,3,0,5-Jun,9,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,0,3,0,5-Jun,36,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Driving Finger Roll Shot,Layup,20500286,0,3,0,5-Jun,2,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/10,LAL @ MIN,MIN
Jump Bank Shot,Jump Shot,20500286,10,4,0,5-Jun,59,9,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/10,LAL @ MIN,MIN
Reverse Layup Shot,Layup,20500286,3,4,0,5-Jun,35,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,1,4,0,5-Jun,53,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500286,0,4,0,5-Jun,40,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/10,LAL @ MIN,MIN
Jump Shot,Jump Shot,20500297,11,1,0,5-Jun,32,17,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,10,1,0,5-Jun,32,16,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,10,1,0,5-Jun,1,16,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/12,LAL @ DAL,DAL
Slam Dunk Shot,Dunk,20500297,9,1,0,5-Jun,30,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,5,1,0,5-Jun,43,24,0,3PT Field Goal,Right Side(R),Right Corner 3,2005/12/12,LAL @ DAL,DAL
Driving Layup Shot,Layup,20500297,5,1,0,5-Jun,26,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Running Jump Shot,Jump Shot,20500297,4,1,0,5-Jun,41,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,2,1,0,5-Jun,35,15,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,1,1,0,5-Jun,3,21,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,11,2,0,5-Jun,48,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,9,2,0,5-Jun,57,19,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Driving Layup Shot,Layup,20500297,9,2,0,5-Jun,45,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,4,2,0,5-Jun,8,23,0,3PT Field Goal,Left Side(L),Left Corner 3,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,3,2,0,5-Jun,24,25,1,3PT Field Goal,Center(C),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Running Jump Shot,Jump Shot,20500297,0,2,0,5-Jun,48,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,0,2,0,5-Jun,27,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Layup Shot,Layup,20500297,0,2,0,5-Jun,10,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Turnaround Jump Shot,Jump Shot,20500297,10,3,0,5-Jun,38,15,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,8,3,0,5-Jun,49,16,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,7,3,0,5-Jun,1,18,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,5,3,0,5-Jun,51,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,5,3,0,5-Jun,16,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,2,3,0,5-Jun,54,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Reverse Layup Shot,Layup,20500297,2,3,0,5-Jun,27,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,1,3,0,5-Jun,18,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,1,3,0,5-Jun,15,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,1,3,0,5-Jun,9,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Layup Shot,Layup,20500297,5,4,0,5-Jun,56,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Layup Shot,Layup,20500297,5,4,0,5-Jun,27,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Layup Shot,Layup,20500297,5,4,0,5-Jun,7,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,3,4,0,5-Jun,30,24,1,3PT Field Goal,Left Side(L),Left Corner 3,2005/12/12,LAL @ DAL,DAL
Jump Shot,Jump Shot,20500297,2,4,0,5-Jun,52,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Fadeaway Jump Shot,Jump Shot,20500297,0,4,0,5-Jun,34,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/12,LAL @ DAL,DAL
Layup Shot,Layup,20500314,8,1,0,5-Jun,19,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Layup Shot,Layup,20500314,8,1,0,5-Jun,17,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,7,1,0,5-Jun,16,18,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/14,LAL @ MEM,MEM
Turnaround Jump Shot,Jump Shot,20500314,4,1,0,5-Jun,57,11,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/14,LAL @ MEM,MEM
Layup Shot,Layup,20500314,4,1,0,5-Jun,34,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Layup Shot,Layup,20500314,4,1,0,5-Jun,17,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,8,2,0,5-Jun,25,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,6,2,0,5-Jun,41,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,4,2,0,5-Jun,18,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,1,2,0,5-Jun,44,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,0,2,0,5-Jun,34,15,1,2PT Field Goal,Center(C),Mid-Range,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,8,3,0,5-Jun,53,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/14,LAL @ MEM,MEM
Layup Shot,Layup,20500314,8,3,0,5-Jun,12,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Dunk Shot,Dunk,20500314,7,3,0,5-Jun,47,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Reverse Layup Shot,Layup,20500314,7,3,0,5-Jun,12,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,2,3,0,5-Jun,42,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500314,2,3,0,5-Jun,8,22,0,3PT Field Goal,Left Side(L),Left Corner 3,2005/12/14,LAL @ MEM,MEM
Jump Shot,Jump Shot,20500332,10,1,0,5-Jun,53,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/16,LAL vs. WAS,WAS
Fadeaway Jump Shot,Jump Shot,20500332,9,1,0,5-Jun,9,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/16,LAL vs. WAS,WAS
Driving Dunk Shot,Dunk,20500332,7,1,0,5-Jun,53,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,7,1,0,5-Jun,20,18,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Reverse Layup Shot,Layup,20500332,3,1,0,5-Jun,49,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Layup Shot,Layup,20500332,3,1,0,5-Jun,15,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,1,1,0,5-Jun,2,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/16,LAL vs. WAS,WAS
Driving Layup Shot,Layup,20500332,6,2,0,5-Jun,40,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,5,2,0,5-Jun,3,13,1,2PT Field Goal,Left Side(L),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Layup Shot,Layup,20500332,2,2,0,5-Jun,18,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,11,3,0,5-Jun,35,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/16,LAL vs. WAS,WAS
Alley Oop Layup shot,Layup,20500332,11,3,0,5-Jun,5,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,10,3,0,5-Jun,13,16,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Reverse Layup Shot,Layup,20500332,7,3,0,5-Jun,54,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,6,3,0,5-Jun,20,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/16,LAL vs. WAS,WAS
Running Jump Shot,Jump Shot,20500332,5,3,0,5-Jun,26,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,4,3,0,5-Jun,15,12,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Driving Dunk Shot,Dunk,20500332,3,3,0,5-Jun,43,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Bank Shot,Jump Shot,20500332,2,3,0,5-Jun,13,13,1,2PT Field Goal,Left Side(L),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,1,3,0,5-Jun,9,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/16,LAL vs. WAS,WAS
Layup Shot,Layup,20500332,6,4,0,5-Jun,34,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Fadeaway Jump Shot,Jump Shot,20500332,6,4,0,5-Jun,12,14,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/16,LAL vs. WAS,WAS
Layup Shot,Layup,20500332,5,4,0,5-Jun,24,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500332,3,4,0,5-Jun,18,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/16,LAL vs. WAS,WAS
Jump Shot,Jump Shot,20500346,8,1,0,5-Jun,20,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,10,2,0,5-Jun,59,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,4,2,0,5-Jun,8,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Hook Bank Shot,Bank Shot,20500346,2,2,0,5-Jun,0,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/18,LAL vs. HOU,HOU
Driving Layup Shot,Layup,20500346,0,2,0,5-Jun,24,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,9,3,0,5-Jun,41,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,20500346,8,3,0,5-Jun,57,10,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,5,3,0,5-Jun,48,26,0,3PT Field Goal,Center(C),Above the Break 3,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,2,3,0,5-Jun,45,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/18,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,20500346,2,3,0,5-Jun,25,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,4,4,0,5-Jun,44,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,3,4,0,5-Jun,13,12,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Jump Shot,Jump Shot,20500346,1,4,0,5-Jun,20,17,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/18,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,20500359,11,1,0,5-Jun,44,14,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2005/12/20,LAL vs. DAL,DAL
Layup Shot,Layup,20500359,11,1,0,5-Jun,17,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,10,1,0,5-Jun,47,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Driving Layup Shot,Layup,20500359,9,1,0,5-Jun,50,3,0,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,8,1,0,5-Jun,21,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,5,1,0,5-Jun,58,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/20,LAL vs. DAL,DAL
Reverse Layup Shot,Layup,20500359,4,1,0,5-Jun,7,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Driving Layup Shot,Layup,20500359,2,1,0,5-Jun,53,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,9,2,0,5-Jun,50,15,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Fadeaway Jump Shot,Jump Shot,20500359,9,2,0,5-Jun,30,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,8,2,0,5-Jun,58,18,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,5,2,0,5-Jun,43,18,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,4,2,0,5-Jun,44,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Jump Bank Shot,Jump Shot,20500359,4,2,0,5-Jun,17,13,1,2PT Field Goal,Left Side(L),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,3,2,0,5-Jun,45,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,2,2,0,5-Jun,54,24,1,3PT Field Goal,Center(C),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,2,2,0,5-Jun,27,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Running Jump Shot,Jump Shot,20500359,0,2,0,5-Jun,0,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Fadeaway Jump Shot,Jump Shot,20500359,8,3,0,5-Jun,14,19,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,7,3,0,5-Jun,42,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,6,3,0,5-Jun,33,23,1,3PT Field Goal,Right Side(R),Right Corner 3,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,4,3,0,5-Jun,47,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,4,3,0,5-Jun,30,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Reverse Layup Shot,Layup,20500359,3,3,0,5-Jun,59,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,3,3,0,5-Jun,12,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Turnaround Jump Shot,Jump Shot,20500359,2,3,0,5-Jun,26,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,1,3,0,5-Jun,56,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Driving Layup Shot,Layup,20500359,1,3,0,5-Jun,42,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,1,3,0,5-Jun,34,12,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Running Jump Shot,Jump Shot,20500359,0,3,0,5-Jun,26,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500359,0,3,0,5-Jun,4,25,1,3PT Field Goal,Center(C),Above the Break 3,2005/12/20,LAL vs. DAL,DAL
Jump Shot,Jump Shot,20500372,10,1,0,5-Jun,3,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,7,1,0,5-Jun,25,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/23,LAL @ ORL,ORL
Driving Layup Shot,Layup,20500372,6,1,0,5-Jun,34,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/23,LAL @ ORL,ORL
Slam Dunk Shot,Dunk,20500372,5,1,0,5-Jun,53,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/23,LAL @ ORL,ORL
Turnaround Jump Shot,Jump Shot,20500372,3,1,0,5-Jun,37,11,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/23,LAL @ ORL,ORL
Layup Shot,Layup,20500372,2,1,0,5-Jun,25,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,10,2,0,5-Jun,25,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/23,LAL @ ORL,ORL
Fadeaway Jump Shot,Jump Shot,20500372,0,2,0,5-Jun,4,17,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,9,3,0,5-Jun,41,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,4,3,0,5-Jun,39,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/23,LAL @ ORL,ORL
Driving Layup Shot,Layup,20500372,2,3,0,5-Jun,50,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/23,LAL @ ORL,ORL
Turnaround Jump Shot,Jump Shot,20500372,2,3,0,5-Jun,36,13,1,2PT Field Goal,Right Side(R),Mid-Range,2005/12/23,LAL @ ORL,ORL
Turnaround Jump Shot,Jump Shot,20500372,0,3,0,5-Jun,49,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,3,4,0,5-Jun,55,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,2,4,0,5-Jun,57,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2005/12/23,LAL @ ORL,ORL
Jump Shot,Jump Shot,20500372,1,4,0,5-Jun,6,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/23,LAL @ ORL,ORL
Reverse Layup Shot,Layup,20500386,10,1,0,5-Jun,29,0,0,2PT Field Goal,Center(C),Restricted Area,2005/12/25,LAL @ MIA,MIA
Fadeaway Jump Shot,Jump Shot,20500386,8,1,0,5-Jun,52,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2005/12/25,LAL @ MIA,MIA
Jump Shot,Jump Shot,20500386,6,1,0,5-Jun,49,21,0,2PT Field Goal,Center(C),Mid-Range,2005/12/25,LAL @ MIA,MIA
Fadeaway Jump Shot,Jump Shot,20500386,5,1,0,5-Jun,39,10,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/25,LAL @ MIA,MIA
Jump Shot,Jump Shot,20500386,5,1,0,5-Jun,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,2005/12/25,LAL @ MIA,MIA
Fadeaway Jump Shot,Jump Shot,20500386,2,1,0,5-Jun,52,15,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/25,LAL @ MIA,MIA
Jump Shot,Jump Shot,20500386,2,1,0,5-Jun,13,13,0,2PT Field Goal,Right Side(R),Mid-Range,2005/12/25,LAL @ MIA,MIA
Jump Shot,Jump Shot,20500386,0,1,0,5-Jun,58,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2005/12/25,LAL @ MIA,MIA
Alley Oop Dunk Shot,Dunk,20500386,0,1,0,5-Jun,37,0,1,2PT Field Goal,Center(C),Restricted Area,2005/12/25,LAL @ MIA,MIA
Jump Shot,Jump Shot,20500386,0,1,0,5-Jun,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2005/12/25,LAL @ MIA,MIA
